"id";"data_inversa";"dia_semana";"horario";"uf";"br";"km";"municipio";"causa_acidente";"tipo_acidente";"classificacao_acidente";"fase_dia";"sentido_via";"condicao_metereologica";"tipo_pista";"tracado_via";"uso_solo";"pessoas";"mortos";"feridos_leves";"feridos_graves";"ilesos";"ignorados";"feridos";"veiculos";"latitude";"longitude";"regional";"delegacia";"uop"
333547;2021-01-10;"domingo";"11:00:00";"PR";376;"387";"IMBAU";"Manobra de mudança de faixa";"Queda de ocupante de veículo";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Dupla";"Reta";"Não";1;0;1;0;0;0;1;1;-24,50165014;-50,71899331;"SR-PR";"UOP02";"DEL03"
333548;2021-01-10;"domingo";"11:39:00";"MG";381;"532.1";"ITATIAIUCU";"Velocidade Incompatível";"Saída de leito carroçável";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Nublado";"Dupla";"Não Informado";"Não";1;0;1;0;0;0;1;1;-20,1904316;-44,38268793;"SR-MG";"UOP03";"DEL04"
333550;2021-01-10;"domingo";"13:10:00";"PR";376;"177";"MARINGA";"Manobra de mudança de faixa";"Colisão lateral";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Céu Claro";"Dupla";"Interseção de vias";"Sim";2;0;0;1;1;0;1;2;-23,41595855;-51,92226484;"SR-PR";"UOP01";"DEL09"
333551;2021-01-10;"domingo";"13:10:00";"MG";381;"777.7";"CAMPANHA";"Condutor Dormindo";"Saída de leito carroçável";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Sol";"Dupla";"Não Informado";"Não";3;0;2;0;1;0;2;1;-21,80026;-45,46731;"SR-MG";"UOP02";"DEL16"
333552;2021-01-10;"domingo";"12:15:00";"MT";364;"442";"VARZEA GRANDE";"Ingestão de álcool pelo condutor";"Saída de leito carroçável";"Sem Vítimas";"Pleno dia";"Decrescente";"Chuva";"Simples";"Curva";"Não";1;0;0;0;1;0;0;1;-15,64778792;-56,19701256;"SR-MT";"UOP02";"DEL01"
333553;2021-01-10;"domingo";"10:30:00";"RJ";354;"26";"RESENDE";"Desrespeitar a preferência no cruzamento";"Colisão transversal";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Múltipla";"Curva";"Sim";3;0;0;1;2;0;1;2;-22,57491768;-44,621315;"SR-RJ";"UOP02";"DEL07"
333555;2021-01-10;"domingo";"13:50:00";"PR";376;"223";"CAMBIRA";"Acessar a via sem observar a presença dos outros veículos";"Colisão transversal";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Dupla";"Interseção de vias";"Não";3;0;0;1;1;1;1;2;-23,59012534;-51,57481471;"SR-PR";"UAP01";"DEL07"
333556;2021-01-10;"domingo";"13:10:00";"SP";153;"112.2";"JOSE BONIFACIO";"Ingestão de álcool pelo condutor";"Colisão traseira";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Nublado";"Simples";"Não Informado";"Não";4;0;1;0;3;0;1;2;-21,10480404;-49,68274492;"SR-SP";"UOP01";"DEL09"
333557;2021-01-10;"domingo";"12:00:00";"SC";470;"21";"ILHOTA";"Ausência de reação do condutor";"Saída de leito carroçável";"Sem Vítimas";"Pleno dia";"Crescente";"Céu Claro";"Simples";"Reta";"Não";1;0;0;0;0;1;0;1;-26,876698;-48,827362;"SR-SC";"UOP04";"DEL04"
333558;2021-01-10;"domingo";"14:00:00";"ES";101;"260";"SERRA";"Condutor deixou de manter distância do veículo da frente";"Colisão traseira";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Simples";"Reta";"Não";2;0;0;1;1;0;1;2;-20,14616415;-40,28836206;"SR-ES";"UOP01";"DEL02"
333559;2021-01-10;"domingo";"12:50:00";"PR";277;"307.2";"GUARAPUAVA";"Velocidade Incompatível";"Colisão com objeto";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Nublado";"Simples";"Reta";"Não";2;0;1;0;1;0;1;1;-25,31927873;-51,19543076;"SR-PR";"UOP01";"DEL08"
333560;2021-01-10;"domingo";"11:30:00";"MT";364;"243.5";"JUSCIMEIRA";"Ingestão de álcool pelo condutor";"Derramamento de carga";"Sem Vítimas";"Pleno dia";"Decrescente";"Céu Claro";"Dupla";"Reta";"Não";1;0;0;0;1;0;0;1;-16,15552902;-54,80054001;"SR-MT";"UOP01";"DEL02"
333561;2021-01-10;"domingo";"14:50:00";"PR";277;"693";"SAO MIGUEL DO IGUACU";"Desrespeitar a preferência no cruzamento";"Colisão transversal";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Céu Claro";"Dupla";"Reta";"Não";2;0;1;0;1;0;1;2;-25,37239725;-54,27033988;"SR-PR";"UOP01";"DEL05"
333562;2021-01-10;"domingo";"14:05:00";"SP";153;"282.5";"OCAUCU";"Ultrapassagem Indevida";"Colisão lateral sentido oposto";"Sem Vítimas";"Pleno dia";"Crescente";"Céu Claro";"Simples";"Reta";"Não";2;0;0;0;2;0;0;1;-22,43100995;-49,85907852;"SR-SP";"UOP02";"DEL07"
333565;2021-01-10;"domingo";"14:45:00";"MG";381;"654";"SANTO ANTONIO DO AMPARO";"Avarias e/ou desgaste excessivo no pneu";"Capotamento";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Chuva";"Dupla";"Não Informado";"Não";3;0;1;0;2;0;1;1;-20,99437964;-44,96041633;"SR-MG";"UOP02";"DEL04"
333566;2021-01-10;"domingo";"14:25:00";"MG";116;"272.3";"TEOFILO OTONI";"Ingestão de álcool pelo condutor";"Colisão lateral mesmo sentido";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Sol";"Simples";"Reta";"Não";2;0;1;0;1;0;1;2;-17,81943899;-41,49990501;"SR-MG";"UOP01";"DEL11"
333569;2021-01-10;"domingo";"14:10:00";"RN";304;"210";"CAICARA DO RIO DO VENTO";"Manobra de mudança de faixa";"Colisão frontal";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Céu Claro";"Simples";"Reta";"Não";3;0;1;0;2;0;1;3;-5,74488655;-36,0775249;"SR-RN";"UOP03";"DEL01"
333572;2021-01-10;"domingo";"14:50:00";"PR";376;"592";"CURITIBA";"Reação tardia ou ineficiente do condutor";"Colisão traseira";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Nublado";"Dupla";"Reta";"Sim";3;0;1;0;2;0;1;2;-25,46833525;-49,35524543;"SR-PR";"UOP01";"DEL01"
333573;2021-01-10;"domingo";"08:40:00";"GO";364;"192";"JATAI";"Acessar a via sem observar a presença dos outros veículos";"Colisão transversal";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Céu Claro";"Simples";"Interseção de vias";"Não";2;0;1;0;1;0;1;2;-17,922094;-51,69062;"SR-GO";"UOP01";"DEL05"
333574;2021-01-10;"domingo";"15:15:00";"ES";101;"296.2";"CARIACICA";"Carga excessiva e/ou mal acondicionada";"Derramamento de carga";"Sem Vítimas";"Pleno dia";"Crescente";"Sol";"Dupla";"Curva";"Sim";1;0;0;0;1;0;0;1;-20,34029997;-40,40405712;"SR-ES";"UOP01";"DEL01"
333575;2021-01-10;"domingo";"16:15:00";"SC";101;"199.3";"SAO JOSE";"Reação tardia ou ineficiente do condutor";"Colisão lateral";"Sem Vítimas";"Pleno dia";"Crescente";"Sol";"Simples";"Reta";"Sim";2;0;0;0;2;0;0;2;-27,53413705;-48,63003205;"SR-SC";"UOP01";"DEL01"
333576;2021-01-10;"domingo";"16:20:00";"GO";60;"44.7";"ALEXANIA";"Acessar a via sem observar a presença dos outros veículos";"Colisão lateral mesmo sentido";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Chuva";"Dupla";"Não Informado";"Sim";9;0;4;0;5;0;4;2;-16,1245;-48,5929;"SR-GO";"UOP01";"DEL02"
333577;2021-01-10;"domingo";"16:26:00";"SP";116;"123";"CACAPAVA";"Condutor deixou de manter distância do veículo da frente";"Colisão traseira";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Chuva";"Dupla";"Reta";"Não";4;0;1;0;3;0;1;2;-23,08754228;-45,66969781;"SR-SP";"UOP02";"DEL02"
333578;2021-01-10;"domingo";"15:55:00";"SP";381;"73";"SAO PAULO";"Velocidade Incompatível";"Saída de leito carroçável";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Chuva";"Dupla";"Não Informado";"Não";3;0;1;1;1;0;2;1;-23,36553404;-46,55253934;"SR-SP";"UOP01";"DEL03"
333579;2021-01-10;"domingo";"16:45:00";"GO";153;"174.7";"CAMPINORTE";"Acessar a via sem observar a presença dos outros veículos";"Colisão transversal";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Céu Claro";"Simples";"Reta";"Sim";2;0;1;0;1;0;1;2;-14,292733;-49,150192;"SR-GO";"UOP02";"DEL07"
333580;2021-01-10;"domingo";"03:30:00";"RO";364;"403";"OURO PRETO DO OESTE";"Manobra de mudança de faixa";"Saída de leito carroçável";"Com Vítimas Feridas";"Plena Noite";"Decrescente";"Céu Claro";"Simples";"Reta";"Não";1;0;1;0;0;0;1;1;-10,58293907;-62,36028809;"SR-RO";"UOP02";"DEL03"
333581;2021-01-10;"domingo";"15:30:00";"BA";324;"528.3";"FEIRA DE SANTANA";"Demais falhas mecânicas ou elétricas";"Queda de ocupante de veículo";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Sol";"Dupla";"Não Informado";"Não";2;0;2;0;0;0;2;1;-12,31728191;-38,87612093;"SR-BA";"UOP03";"DEL01"
333582;2021-01-10;"domingo";"12:00:00";"SP";381;"20";"BRAGANCA PAULISTA";"Pista Escorregadia";"Colisão com objeto";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Nublado";"Dupla";"Reta";"Não";1;0;1;0;0;0;1;1;-22,98443766;-46,50352511;"SR-SP";"UOP01";"DEL03"
333583;2021-01-10;"domingo";"16:30:00";"MG";381;"908.3";"CAMBUI";"Velocidade Incompatível";"Colisão com objeto";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Chuva";"Dupla";"Não Informado";"Não";2;0;0;1;1;0;1;1;-22,68035803;-46,10089431;"SR-MG";"UOP03";"DEL16"
333584;2021-01-10;"domingo";"08:45:00";"MG";50;"3";"ARAGUARI";"Chuva";"Saída de leito carroçável";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Chuva";"Dupla";"Reta";"Não";1;0;1;0;0;0;1;1;-18,44503579;-48,0519047;"SR-MG";"UOP02";"DEL15"
333585;2021-01-10;"domingo";"16:35:00";"SC";101;"149";"ITAPEMA";"Ingestão de álcool pelo condutor";"Colisão traseira";"Sem Vítimas";"Pleno dia";"Decrescente";"Nublado";"Dupla";"Reta";"Sim";2;0;0;0;2;0;0;2;-27,1089649;-48,61277586;"SR-SC";"UOP03";"DEL04"
333586;2021-01-10;"domingo";"17:10:00";"ES";101;"62.9";"SAO MATEUS";"Manobra de mudança de faixa";"Saída de leito carroçável";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Simples";"Reta";"Não";1;0;1;0;0;0;1;1;-18,69020499;-39,86154403;"SR-ES";"UOP02";"DEL04"
333587;2021-01-09;"sábado";"21:00:00";"GO";70;"295";"ITAPIRAPUA";"Objeto estático sobre o leito carroçável";"Colisão com objeto";"Com Vítimas Feridas";"Plena Noite";"Crescente";"Chuva";"Simples";"Não Informado";"Não";1;0;0;1;0;0;1;1;-15,89534882;-50,44062194;"SR-GO";"UOP01";"DEL04"
333588;2021-01-10;"domingo";"17:30:00";"SE";101;"77";"LARANJEIRAS";"Condutor deixou de manter distância do veículo da frente";"Colisão traseira";"Sem Vítimas";"Pleno dia";"Crescente";"Sol";"Simples";"Ponte";"Sim";3;0;0;0;3;0;0;3;-10,776609;-37,13439;"SR-SE";"UOP01";"DEL01"
333589;2021-01-10;"domingo";"16:45:00";"PR";116;"7";"CAMPINA GRANDE DO SUL";"Condutor deixou de manter distância do veículo da frente";"Colisão traseira";"Sem Vítimas";"Pleno dia";"Crescente";"Nublado";"Dupla";"Reta";"Sim";2;0;0;0;2;0;0;2;-25,08235366;-48,61499799;"SR-PR";"UOP02";"DEL01"
333590;2021-01-10;"domingo";"17:35:00";"PB";230;"7.6";"CABEDELO";"Acesso irregular";"Colisão transversal";"Com Vítimas Feridas";"Anoitecer";"Crescente";"Céu Claro";"Dupla";"Reta";"Não";3;0;0;1;2;0;1;2;-7,026;-34,8385;"SR-PB";"UOP01";"DEL01"
333591;2021-01-10;"domingo";"17:25:00";"MG";381;"493";"BETIM";"Chuva";"Colisão traseira";"Com Vítimas Feridas";"Anoitecer";"Decrescente";"Chuva";"Dupla";"Reta";"Sim";2;0;1;0;1;0;1;2;-19,97670801;-44,19962698;"SR-MG";"UOP03";"DEL01"
333592;2021-01-10;"domingo";"17:35:00";"PR";277;"591.9";"CASCAVEL";"Condutor desrespeitou a iluminação vermelha do semáforo";"Colisão transversal";"Sem Vítimas";"Pleno dia";"Crescente";"Garoa/Chuvisco";"Simples";"Interseção de vias";"Sim";2;0;0;0;2;0;0;2;-24,98473242;-53,46501885;"SR-PR";"UOP01";"DEL04"
333593;2021-01-10;"domingo";"16:40:00";"SC";101;"144";"ITAPEMA";"Condutor deixou de manter distância do veículo da frente";"Engavetamento";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Céu Claro";"Dupla";"Reta";"Não";5;0;1;0;4;0;1;4;-27,0732659;-48,59672716;"SR-SC";"UOP03";"DEL04"
333594;2021-01-10;"domingo";"17:50:00";"PE";101;"70";"RECIFE";"Manobra de mudança de faixa";"Colisão lateral mesmo sentido";"Com Vítimas Feridas";"Plena Noite";"Decrescente";"Nublado";"Dupla";"Reta";"Sim";3;0;2;0;0;1;2;2;-8,075596;-34,942694;"SR-PE";"UOP01";"DEL01"
333595;2021-01-10;"domingo";"15:00:00";"MG";40;"759";"JUIZ DE FORA";"Demais falhas mecânicas ou elétricas";"Saída de leito carroçável";"Sem Vítimas";"Pleno dia";"Crescente";"Nublado";"Simples";"Reta";"Não";1;0;0;0;0;1;0;1;-21,57539967;-43,4759903;"SR-MG";"UOP01";"DEL05"
333596;2021-01-10;"domingo";"17:45:00";"DF";60;"1";"BRASILIA";"Manobra de mudança de faixa";"Colisão lateral";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Céu Claro";"Dupla";"Reta";"Sim";2;0;1;0;1;0;1;2;-15,885093;-48,068954;"SR-DF";"UOP02";"DEL01"
333597;2021-01-10;"domingo";"17:00:00";"SC";101;"327.2";"CAPIVARI DE BAIXO";"Velocidade Incompatível";"Colisão traseira";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Dupla";"Viaduto";"Sim";4;0;2;0;2;0;2;3;-28,43023306;-48,95205197;"SR-SC";"UOP01";"DEL02"
333598;2021-01-10;"domingo";"17:30:00";"SC";101;"418.4";"ARARANGUA";"Ultrapassagem Indevida";"Colisão lateral mesmo sentido";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Nublado";"Múltipla";"Reta";"Sim";2;0;1;0;1;0;1;2;-28,98923207;-49,54573274;"SR-SC";"UOP02";"DEL02"
333599;2021-01-10;"domingo";"15:45:00";"RJ";116;"185.2";"NOVA IGUACU";"Ingestão de álcool pelo condutor";"Tombamento";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Nublado";"Dupla";"Reta";"Sim";3;0;0;2;1;0;2;2;-22,74151051;-43,45351823;"SR-RJ";"UOP02";"DEL01"
333602;2021-01-10;"domingo";"18:20:00";"GO";40;"5";"VALPARAISO DE GOIAS";"Condutor deixou de manter distância do veículo da frente";"Colisão traseira";"Sem Vítimas";"Anoitecer";"Decrescente";"Céu Claro";"Dupla";"Reta";"Sim";2;0;0;0;2;0;0;2;-16,093134;-47,982236;"SR-DF";"UOP01";"DEL01"
333603;2021-01-10;"domingo";"17:35:00";"RS";158;"349";"SANTA MARIA";"Avarias e/ou desgaste excessivo no pneu";"Tombamento";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Céu Claro";"Simples";"Reta";"Não";2;0;2;0;0;0;2;1;-29,76501382;-54,00418796;"SR-RS";"UOP01";"DEL09"
333604;2021-01-10;"domingo";"17:00:00";"RJ";101;"440";"MANGARATIBA";"Reação tardia ou ineficiente do condutor";"Colisão frontal";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Nublado";"Simples";"Reta";"Não";10;0;4;0;6;0;4;2;-22,95534608;-44,08666676;"SR-RJ";"UOP01";"DEL03"
333605;2021-01-10;"domingo";"18:15:00";"PE";232;"123";"CARUARU";"Reação tardia ou ineficiente do condutor";"Colisão traseira";"Com Vítimas Feridas";"Plena Noite";"Crescente";"Céu Claro";"Dupla";"Reta";"Não";2;0;1;0;1;0;1;2;-8,30417276;-35,92823905;"SR-PE";"UOP02";"DEL02"
333606;2021-01-10;"domingo";"17:40:00";"PR";116;"107";"SAO JOSE DOS PINHAIS";"Condutor deixou de manter distância do veículo da frente";"Colisão traseira";"Sem Vítimas";"Pleno dia";"Crescente";"Céu Claro";"Dupla";"Reta";"Não";6;0;0;0;5;1;0;2;-25,56989668;-49,18778205;"SR-PR";"UOP01";"DEL01"
333607;2021-01-10;"domingo";"17:05:00";"SC";280;"119";"SAO BENTO DO SUL";"Ingestão de álcool pelo condutor";"Colisão transversal";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Simples";"Desvio Temporário";"Não";2;0;0;1;1;0;1;2;-26,26519673;-49,434177;"SR-SC";"UOP03";"DEL06"
333608;2021-01-10;"domingo";"16:40:00";"SC";116;"214";"PONTE ALTA";"Velocidade Incompatível";"Saída de leito carroçável";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Sol";"Simples";"Curva";"Não";1;0;0;1;0;0;1;1;-27,53188987;-50,37131713;"SR-SC";"UOP03";"DEL05"
333609;2021-01-10;"domingo";"18:30:00";"RJ";101;"53";"CAMPOS DOS GOYTACAZES";"Ingestão de álcool pelo condutor";"Colisão transversal";"Com Vítimas Feridas";"Anoitecer";"Crescente";"Céu Claro";"Simples";"Interseção de vias";"Sim";3;0;2;0;1;0;2;2;-21,66151876;-41,31138552;"SR-RJ";"UOP01";"DEL08"
333611;2021-01-10;"domingo";"17:30:00";"RJ";101;"483";"ANGRA DOS REIS";"Transitar na contramão";"Colisão frontal";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Garoa/Chuvisco";"Simples";"Não Informado";"Não";3;0;1;1;0;1;2;2;-22,99719001;-44,30136205;"SR-RJ";"UOP01";"DEL03"
333612;2021-01-10;"domingo";"18:15:00";"MG";381;"491";"BETIM";"Manobra de mudança de faixa";"Colisão com objeto";"Com Vítimas Feridas";"Plena Noite";"Crescente";"Chuva";"Dupla";"Reta";"Sim";4;0;1;0;3;0;1;1;-19,97018187;-44,18210416;"SR-MG";"UOP03";"DEL01"
333613;2021-01-10;"domingo";"17:45:00";"BA";116;"827.5";"VITORIA DA CONQUISTA";"Retorno proibido";"Colisão transversal";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Céu Claro";"Simples";"Reta";"Não";2;0;1;0;1;0;1;2;-14,89095822;-40,86245656;"SR-BA";"UOP01";"DEL08"
333614;2021-01-10;"domingo";"17:30:00";"MS";163;"616";"SAO GABRIEL DO OESTE";"Ingestão de álcool pelo condutor";"Saída de leito carroçável";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Simples";"Reta";"Sim";5;0;0;5;0;0;5;1;-19,39073637;-54,57060659;"SR-MS";"UOP02";"DEL06"
333615;2021-01-10;"domingo";"17:00:00";"MG";381;"779.1";"CAMPANHA";"Ingestão de álcool pelo condutor";"Saída de leito carroçável";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Nublado";"Dupla";"Curva";"Não";1;0;1;0;0;0;1;1;-21,83682863;-45,50981014;"SR-MG";"UOP02";"DEL16"
333616;2021-01-10;"domingo";"12:45:00";"PR";153;"22.7";"JACAREZINHO";"Manobra de mudança de faixa";"Colisão lateral";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Nublado";"Simples";"Não Informado";"Não";2;0;1;0;1;0;1;2;-23,17225028;-49,96840286;"SR-PR";"UOP03";"DEL07"
333617;2021-01-10;"domingo";"18:31:00";"GO";40;"5.3";"VALPARAISO DE GOIAS";"Manobra de mudança de faixa";"Colisão lateral";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Céu Claro";"Dupla";"Reta";"Sim";2;0;1;0;1;0;1;2;-16,093134;-47,982236;"SR-DF";"UOP01";"DEL01"
333618;2021-01-10;"domingo";"18:10:00";"RS";116;"397";"CAMAQUA";"Acessar a via sem observar a presença dos outros veículos";"Colisão transversal";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Sol";"Simples";"Reta";"Sim";5;0;0;1;3;1;1;3;-30,85668978;-51,7840381;"SR-RS";"UOP02";"DEL02"
333619;2021-01-10;"domingo";"16:40:00";"PI";343;"259.7";"CAMPO MAIOR";"Acostamento em desnível";"Tombamento";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Nublado";"Simples";"Reta";"Não";2;0;2;0;0;0;2;1;-4,8005701;-42,13431716;"SR-PI";"UOP03";"DEL01"
333620;2021-01-10;"domingo";"18:40:00";"PR";277;"327.5";"GUARAPUAVA";"Velocidade Incompatível";"Tombamento";"Com Vítimas Fatais";"Anoitecer";"Decrescente";"Nublado";"Simples";"Curva";"Não";1;1;0;0;0;0;0;1;-25,36773098;-51,34006619;"SR-PR";"UOP01";"DEL08"
333621;2021-01-10;"domingo";"18:30:00";"SC";101;"14.5";"GARUVA";"Demais falhas mecânicas ou elétricas";"Saída de leito carroçável";"Sem Vítimas";"Pleno dia";"Crescente";"Chuva";"Dupla";"Reta";"Não";3;0;0;0;3;0;0;1;-26,09803515;-48,86773972;"SR-SC";"UOP01";"DEL03"
333622;2021-01-10;"domingo";"17:30:00";"MA";135;"7";"SAO LUIS";"Acessar a via sem observar a presença dos outros veículos";"Colisão transversal";"Com Vítimas Feridas";"Plena Noite";"Decrescente";"Céu Claro";"Dupla";"Curva";"Não";2;0;0;1;0;1;1;2;-2,63608835;-44,26848552;"SR-MA";"UOP01";"DEL01"
333623;2021-01-10;"domingo";"14:30:00";"RJ";101;"399";"ITAGUAI";"Ingestão de álcool pelo condutor";"Atropelamento de Pedestre";"Com Vítimas Fatais";"Pleno dia";"Decrescente";"Sol";"Dupla";"Reta";"Sim";4;1;1;1;1;0;2;1;-22,85921896;-43,75891497;"SR-RJ";"UOP04";"DEL01"
333624;2021-01-04;"segunda";"23:40:00";"SP";101;"49";"UBATUBA";"Reação tardia ou ineficiente do condutor";"Tombamento";"Com Vítimas Feridas";"Plena Noite";"Crescente";"Nublado";"Simples";"Reta";"Sim";1;0;1;0;0;0;1;1;-23,44651971;-45,08130848;"SR-SP";"UOP02";"DEL06"
333625;2021-01-10;"domingo";"19:10:00";"GO";60;"29.6";"ALEXANIA";"Ingestão de álcool pelo condutor";"Colisão traseira";"Com Vítimas Feridas";"Anoitecer";"Decrescente";"Garoa/Chuvisco";"Dupla";"Reta";"Sim";13;0;3;0;10;0;3;3;-16,0963;-48,5202;"SR-DF";"UOP02";"DEL01"
333626;2021-01-10;"domingo";"18:55:00";"SC";282;"6";"SAO JOSE";"Velocidade Incompatível";"Tombamento";"Com Vítimas Feridas";"Anoitecer";"Crescente";"Nublado";"Dupla";"Não Informado";"Não";1;0;0;1;0;0;1;1;-27,591936;-48,618244;"SR-SC";"UOP01";"DEL01"
333627;2021-01-10;"domingo";"18:20:00";"MG";146;"513.1";"GUAXUPE";"Ingestão de álcool pelo condutor";"Colisão com objeto";"Com Vítimas Feridas";"Anoitecer";"Crescente";"Nublado";"Simples";"Curva";"Não";2;0;1;0;1;0;1;1;-21,27072118;-46,69451605;"SR-MG";"UOP01";"DEL09"
333628;2021-01-10;"domingo";"19:00:00";"PI";343;"19";"PARNAIBA";"Ingestão de álcool pelo condutor";"Colisão lateral sentido oposto";"Com Vítimas Feridas";"Plena Noite";"Decrescente";"Céu Claro";"Simples";"Reta";"Não";2;0;0;1;0;1;1;2;-2,972207;-41,760967;"SR-PI";"UOP01";"DEL05"
333629;2021-01-10;"domingo";"16:40:00";"SC";101;"108.5";"PENHA";"Manobra de mudança de faixa";"Colisão lateral";"Sem Vítimas";"Pleno dia";"Decrescente";"Nublado";"Dupla";"Curva";"Não";3;0;0;0;3;0;0;3;-26,83078745;-48,69325697;"SR-SC";"UOP02";"DEL03"
333630;2021-01-10;"domingo";"18:50:00";"PR";116;"12.7";"CAMPINA GRANDE DO SUL";"Pista esburacada";"Saída de leito carroçável";"Com Vítimas Feridas";"Anoitecer";"Crescente";"Chuva";"Dupla";"Curva";"Não";4;0;3;0;1;0;3;1;-25,09706813;-48,65517895;"SR-PR";"UOP02";"DEL01"
333632;2021-01-10;"domingo";"19:00:00";"SC";470;"74";"INDAIAL";"Condutor deixou de manter distância do veículo da frente";"Colisão traseira";"Com Vítimas Feridas";"Anoitecer";"Crescente";"Céu Claro";"Simples";"Reta";"Sim";3;0;2;0;1;0;2;2;-26,916288;-49,280807;"SR-SC";"UOP01";"DEL04"
333633;2021-01-10;"domingo";"17:30:00";"PR";280;"281.8";"FLOR DA SERRA DO SUL";"Reação tardia ou ineficiente do condutor";"Saída de leito carroçável";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Céu Claro";"Simples";"Não Informado";"Não";4;0;3;0;1;0;3;1;-26,23984515;-53,24137688;"SR-PR";"UOP01";"DEL02"
333634;2021-01-10;"domingo";"13:00:00";"MG";381;"243.3";"SANTANA DO PARAISO";"Demais falhas mecânicas ou elétricas";"Incêndio";"Sem Vítimas";"Pleno dia";"Crescente";"Céu Claro";"Simples";"Curva";"Não";1;0;0;0;1;0;0;1;-19,4362998;-42,50986437;"SR-MG";"UOP01";"DEL06"
333635;2021-01-10;"domingo";"17:30:00";"BA";407;"84";"JAGUARARI";"Reação tardia ou ineficiente do condutor";"Colisão lateral sentido oposto";"Com Vítimas Feridas";"Anoitecer";"Decrescente";"Céu Claro";"Simples";"Curva";"Não";2;0;1;0;0;1;1;2;-10,09621601;-40,23171105;"SR-BA";"UOP01";"DEL04"
333636;2021-01-10;"domingo";"17:45:00";"SC";101;"348.3";"JAGUARUNA";"Condutor deixou de manter distância do veículo da frente";"Colisão com objeto";"Com Vítimas Feridas";"Anoitecer";"Decrescente";"Céu Claro";"Múltipla";"Reta";"Não";3;0;1;0;2;0;1;2;-28,58391877;-49,04983521;"SR-SC";"UOP01";"DEL02"
333637;2021-01-10;"domingo";"19:00:00";"MG";40;"594.5";"OURO PRETO";"Avarias e/ou desgaste excessivo no pneu";"Colisão frontal";"Com Vítimas Feridas";"Plena Noite";"Crescente";"Chuva";"Simples";"Reta";"Não";3;0;2;1;0;0;3;2;-20,39632706;-43,90313706;"SR-MG";"UOP02";"DEL05"
333638;2021-01-10;"domingo";"19:00:00";"SC";101;"316.2";"PESCARIA BRAVA";"Condutor deixou de manter distância do veículo da frente";"Engavetamento";"Sem Vítimas";"Anoitecer";"Crescente";"Céu Claro";"Dupla";"Reta";"Não";3;0;0;0;2;1;0;3;-28,42904239;-48,84257464;"SR-SC";"UOP01";"DEL02"
333639;2021-01-10;"domingo";"18:20:00";"MS";60;"377";"CAMPO GRANDE";"Ingestão de álcool pelo condutor";"Tombamento";"Com Vítimas Feridas";"Amanhecer";"Decrescente";"Nublado";"Simples";"Reta";"Não";5;0;4;0;1;0;4;1;-20,60326611;-54,73507894;"SR-MS";"UOP04";"DEL01"
