"id";"data_inversa";"dia_semana";"horario";"uf";"br";"km";"municipio";"causa_acidente";"tipo_acidente";"classificacao_acidente";"fase_dia";"sentido_via";"condicao_metereologica";"tipo_pista";"tracado_via";"uso_solo";"pessoas";"mortos";"feridos_leves";"feridos_graves";"ilesos";"ignorados";"feridos";"veiculos";"latitude";"longitude";"regional";"delegacia";"uop"
331837;2021-01-01;"sexta";"08:40:00";"PR";277;"255";"IRATI";"Condutor Dormindo";"Saída de leito carroçável";"Sem Vítimas";"Pleno dia";"Decrescente";"Sol";"Simples";"Reta";"Não";1;0;0;0;1;0;0;1;-25,44185051;-50,68868994;"SR-PR";"UOP03";"DEL03"
331838;2021-01-01;"sexta";"13:45:00";"MT";70;"76";"GENERAL CARNEIRO";"Curva acentuada";"Colisão frontal";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Simples";"Curva";"Não";2;0;2;0;0;0;2;1;-15,67421693;-52,81408803;"SR-MT";"UOP01";"DEL07"
331839;2021-01-01;"sexta";"15:10:00";"MG";40;"500.7";"ESMERALDAS";"Velocidade Incompatível";"Capotamento";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Dupla";"Não Informado";"Sim";1;0;1;0;0;0;1;1;-19,705097;-44,169559;"SR-MG";"UOP01";"DEL02"
331841;2021-01-01;"sexta";"15:15:00";"PR";369;"155";"LONDRINA";"Condutor desrespeitou a iluminação vermelha do semáforo";"Colisão transversal";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Nublado";"Dupla";"Reta";"Sim";3;0;2;0;1;0;2;2;-23,29558474;-51,20823026;"SR-PR";"UOP01";"DEL07"
331842;2021-01-01;"sexta";"13:00:00";"GO";153;"494.5";"GOIANIA";"Condutor deixou de manter distância do veículo da frente";"Colisão traseira";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Nublado";"Múltipla";"Não Informado";"Sim";3;0;1;0;2;0;1;2;-16,6614;-49,2218;"SR-GO";"UOP01";"DEL01"
331843;2021-01-01;"sexta";"14:40:00";"RJ";393;"252";"BARRA DO PIRAI";"Condutor Dormindo";"Colisão frontal";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Nublado";"Simples";"Reta";"Não";3;0;1;1;1;0;2;2;-22,43422023;-43,77561487;"SR-RJ";"UOP02";"DEL05"
331844;2021-01-01;"sexta";"15:20:00";"BA";101;"818.1";"ITAMARAJU";"Velocidade Incompatível";"Tombamento";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Simples";"Curva";"Não";1;0;1;0;0;0;1;1;-17,16637837;-39,57859039;"SR-BA";"UOP02";"DEL09"
331845;2021-01-01;"sexta";"14:30:00";"PE";104;"76";"AGRESTINA";"Condutor Dormindo";"Capotamento";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Simples";"Reta";"Não";1;0;1;0;0;0;1;1;-8,367286;-35,985153;"SR-PE";"UOP01";"DEL02"
331846;2021-01-01;"sexta";"14:50:00";"MG";116;"766.8";"LEOPOLDINA";"Acessar a via sem observar a presença dos outros veículos";"Colisão transversal";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Simples";"Reta";"Não";6;0;1;2;2;1;3;2;-21,5356551;-42,65610863;"SR-MG";"UOP01";"DEL07"
331847;2021-01-01;"sexta";"14:00:00";"PR";116;"14";"CAMPINA GRANDE DO SUL";"Chuva";"Saída de leito carroçável";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Chuva";"Dupla";"Curva";"Não";2;0;1;0;1;0;1;1;-25,09836429;-48,67391969;"SR-PR";"UOP02";"DEL01"
331848;2021-01-01;"sexta";"15:25:00";"MG";262;"412.8";"IGARATINGA";"Velocidade Incompatível";"Saída de leito carroçável";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Nublado";"Dupla";"Não Informado";"Não";1;0;0;1;0;0;1;1;-19,89051204;-44,64959297;"SR-MG";"UOP03";"DEL08"
331849;2021-01-01;"sexta";"15:30:00";"RS";392;"120";"CANGUCU";"Velocidade Incompatível";"Tombamento";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Simples";"Não Informado";"Não";1;0;1;0;0;0;1;1;-31,39139698;-52,6887662;"SR-RS";"UOP01";"DEL07"
331850;2021-01-01;"sexta";"15:00:00";"PR";116;"12";"CAMPINA GRANDE DO SUL";"Velocidade Incompatível";"Colisão com objeto";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Chuva";"Dupla";"Curva";"Não";2;0;2;0;0;0;2;1;-25,097493;-48,659216;"SR-PR";"UOP02";"DEL01"
331851;2021-01-01;"sexta";"15:20:00";"GO";60;"15.1";"ALEXANIA";"Velocidade Incompatível";"Saída de leito carroçável";"Sem Vítimas";"Pleno dia";"Decrescente";"Nublado";"Dupla";"Curva";"Não";4;0;0;0;4;0;0;1;-16,094168;-48,517212;"SR-DF";"UOP02";"DEL01"
331852;2021-01-01;"sexta";"15:30:00";"AL";101;"77";"RIO LARGO";"Ausência de reação do condutor";"Queda de ocupante de veículo";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Céu Claro";"Dupla";"Reta";"Não";2;0;1;0;1;0;1;1;-9,42231892;-35,83907761;"SR-AL";"UOP01";"DEL01"
331853;2021-01-01;"sexta";"16:15:00";"MG";40;"750";"SANTOS DUMONT";"Velocidade Incompatível";"Saída de leito carroçável";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Céu Claro";"Dupla";"Curva";"Sim";3;0;1;0;2;0;1;1;-21,45724301;-43,55822199;"SR-MG";"UOP01";"DEL05"
331854;2021-01-01;"sexta";"16:15:00";"PR";116;"14.8";"CAMPINA GRANDE DO SUL";"Velocidade Incompatível";"Saída de leito carroçável";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Garoa/Chuvisco";"Dupla";"Curva";"Não";5;0;4;0;1;0;4;1;-25,09836429;-48,67391969;"SR-PR";"UOP02";"DEL01"
331855;2021-01-01;"sexta";"15:45:00";"PR";277;"51.3";"SAO JOSE DOS PINHAIS";"Pista Escorregadia";"Saída de leito carroçável";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Garoa/Chuvisco";"Dupla";"Curva";"Não";4;0;1;0;3;0;1;3;-25,59515989;-48,90700787;"SR-PR";"UOP05";"DEL01"
331856;2021-01-01;"sexta";"16:10:00";"SC";101;"205.5";"SAO JOSE";"Manobra de mudança de faixa";"Colisão lateral";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Céu Claro";"Múltipla";"Reta";"Não";3;0;1;1;1;0;2;2;-27,58313237;-48,61532885;"SR-SC";"UOP01";"DEL01"
331857;2021-01-01;"sexta";"15:30:00";"GO";20;"183";"ALVORADA DO NORTE";"Demais falhas mecânicas ou elétricas";"Incêndio";"Sem Vítimas";"Pleno dia";"Crescente";"Céu Claro";"Simples";"Reta";"Não";1;0;0;0;1;0;0;1;-14,456929;-46,474163;"SR-DF";"UOP02";"DEL02"
331858;2021-01-01;"sexta";"15:40:00";"PR";376;"682";"GUARATUBA";"Ingestão de álcool pelo condutor";"Queda de ocupante de veículo";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Chuva";"Dupla";"Reta";"Sim";1;0;1;0;0;0;1;1;-25,97311818;-48,89058063;"SR-PR";"UOP04";"DEL01"
331860;2021-01-01;"sexta";"09:30:00";"SC";282;"586.8";"PINHALZINHO";"Ausência de reação do condutor";"Colisão frontal";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Céu Claro";"Simples";"Não Informado";"Não";4;0;3;1;0;0;4;2;-26,83050458;-53,04405212;"SR-SC";"UOP02";"DEL07"
331861;2021-01-01;"sexta";"06:40:00";"PE";101;"69.1";"RECIFE";"Velocidade Incompatível";"Saída de leito carroçável";"Sem Vítimas";"Pleno dia";"Decrescente";"Céu Claro";"Dupla";"Reta";"Sim";1;0;0;0;0;1;0;1;-8,05951606;-34,94581024;"SR-PE";"UOP01";"DEL01"
331863;2021-01-01;"sexta";"16:30:00";"RN";101;"85.4";"SAO GONCALO DO AMARANTE";"Condutor deixou de manter distância do veículo da frente";"Colisão traseira";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Dupla";"Reta";"Sim";2;0;0;1;0;1;1;2;-5,777664;-35,24937;"SR-RN";"UOP01";"DEL02"
331864;2021-01-01;"sexta";"17:10:00";"SC";470;"79.1";"INDAIAL";"Transitar na contramão";"Colisão frontal";"Com Vítimas Fatais";"Pleno dia";"Crescente";"Nublado";"Simples";"Reta";"Não";9;2;5;1;0;1;6;3;-26,951565;-49,306534;"SR-SC";"UOP01";"DEL04"
331865;2021-01-01;"sexta";"15:00:00";"RS";158;"264";"JULIO DE CASTILHOS";"Ingestão de álcool pelo condutor";"Saída de leito carroçável";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Céu Claro";"Simples";"Reta";"Não";6;0;6;0;0;0;6;1;-29,238945;-53,66561;"SR-RS";"UOP02";"DEL10"
331866;2021-01-01;"sexta";"17:20:00";"RS";116;"506.4";"PELOTAS";"Ausência de reação do condutor";"Saída de leito carroçável";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Céu Claro";"Dupla";"Reta";"Não";1;0;1;0;0;0;1;1;-31,59540811;-52,2869939;"SR-RS";"UOP01";"DEL07"
331868;2021-01-01;"sexta";"17:40:00";"RN";101;"78.4";"NATAL";"Manobra de mudança de faixa";"Capotamento";"Com Vítimas Feridas";"Anoitecer";"Decrescente";"Céu Claro";"Dupla";"Reta";"Sim";1;0;0;1;0;0;1;1;-5,74071896;-35,29021064;"SR-RN";"UOP01";"DEL02"
331869;2021-01-01;"sexta";"17:00:00";"RN";226;"117.8";"SANTA CRUZ";"Ingestão de álcool e/ou substâncias psicoativas pelo pedestre";"Tombamento";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Simples";"Curva";"Não";1;0;1;0;0;0;1;1;-6,194071;-36,050365;"SR-RN";"UOP02";"DEL03"
331870;2021-01-01;"sexta";"11:00:00";"CE";20;"409.7";"CAUCAIA";"Reação tardia ou ineficiente do condutor";"Saída de leito carroçável";"Sem Vítimas";"Pleno dia";"Crescente";"Céu Claro";"Múltipla";"Reta";"Não";1;0;0;0;0;1;0;1;-3,78981267;-38,65247726;"SR-CE";"UOP01";"DEL01"
331871;2021-01-01;"sexta";"16:15:00";"MG";381;"6.8";"BETIM";"Condutor Dormindo";"Colisão traseira";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Dupla";"Curva";"Sim";3;0;1;1;1;0;2;2;-19,96825;-44,198708;"SR-MG";"UOP03";"DEL01"
331873;2021-01-01;"sexta";"15:55:00";"PA";316;"31.6";"SANTA IZABEL DO PARA";"Chuva";"Saída de leito carroçável";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Chuva";"Dupla";"Curva";"Não";4;0;4;0;0;0;4;1;-1,3025866;-48,1965672;"SR-PA";"UOP01";"DEL01"
331874;2021-01-01;"sexta";"17:20:00";"MG";50;"22.1";"ARAGUARI";"Avarias e/ou desgaste excessivo no pneu";"Saída de leito carroçável";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Nublado";"Dupla";"Não Informado";"Não";2;0;0;1;0;1;1;1;-18,60474;-48,051437;"SR-MG";"UOP02";"DEL15"
331875;2021-01-01;"sexta";"17:15:00";"RS";386;"354.3";"ESTRELA";"Demais falhas mecânicas ou elétricas";"Saída de leito carroçável";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Dupla";"Curva";"Não";5;0;2;0;3;0;2;1;-29,506611;-51,943012;"SR-RS";"UOP02";"DEL04"
331876;2021-01-01;"sexta";"17:30:00";"SC";101;"332.5";"TUBARAO";"Ingestão de álcool e/ou substâncias psicoativas pelo pedestre";"Colisão com objeto";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Céu Claro";"Simples";"Reta";"Sim";4;0;4;0;0;0;4;1;-28,46016431;-48,98968873;"SR-SC";"UOP01";"DEL02"
331878;2021-01-01;"sexta";"17:30:00";"SP";116;"303";"SAO LOURENCO DA SERRA";"Avarias e/ou desgaste excessivo no pneu";"Colisão com objeto";"Com Vítimas Feridas";"Anoitecer";"Decrescente";"Chuva";"Dupla";"Desvio Temporário";"Sim";1;0;1;0;0;0;1;1;-23,82760675;-46,92631345;"SR-SP";"UOP01";"DEL04"
331879;2021-01-01;"sexta";"17:45:00";"PR";369;"62.2";"BANDEIRANTES";"Reação tardia ou ineficiente do condutor";"Saída de leito carroçável";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Nublado";"Simples";"Reta";"Não";1;0;1;0;0;0;1;1;-23,133466;-50,42339;"SR-PR";"UOP01";"DEL07"
331881;2021-01-01;"sexta";"14:30:00";"CE";222;"264.2";"COREAU";"Acessar a via sem observar a presença dos outros veículos";"Colisão transversal";"Com Vítimas Fatais";"Pleno dia";"Decrescente";"Céu Claro";"Simples";"Reta";"Não";3;2;0;0;1;0;0;2;-3,7479809;-40,68469599;"SR-CE";"UOP02";"DEL04"
331882;2021-01-01;"sexta";"17:10:00";"BA";101;"184";"SAO GONCALO DOS CAMPOS";"Acessar a via sem observar a presença dos outros veículos";"Saída de leito carroçável";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Céu Claro";"Simples";"Reta";"Não";2;0;1;0;0;1;1;2;-12,4431808;-38,92054469;"SR-BA";"UOP03";"DEL01"
331883;2021-01-01;"sexta";"16:00:00";"AP";156;"375";"FERREIRA GOMES";"Condutor deixou de manter distância do veículo da frente";"Colisão traseira";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Nublado";"Simples";"Reta";"Não";3;0;3;0;0;0;3;2;0,81247657;-51,21048475;"SR-AP";"UOP01";"DEL01"
331884;2021-01-01;"sexta";"18:30:00";"MA";316;"612";"TIMON";"Ingestão de álcool pelo condutor";"Colisão frontal";"Com Vítimas Feridas";"Plena Noite";"Decrescente";"Céu Claro";"Simples";"Desvio Temporário";"Não";2;0;2;0;0;0;2;2;-5,075141;-42,859455;"SR-MA";"UOP02";"DEL03"
331885;2021-01-01;"sexta";"16:10:00";"SP";116;"458";"REGISTRO";"Chuva";"Capotamento";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Chuva";"Dupla";"Curva";"Não";2;0;2;0;0;0;2;1;-24,5958452;-47,8771454;"SR-SP";"UOP01";"DEL05"
331886;2021-01-01;"sexta";"18:00:00";"SP";116;"453";"REGISTRO";"Pista Escorregadia";"Tombamento";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Nublado";"Dupla";"Reta";"Não";2;0;2;0;0;0;2;1;-24,56168114;-47,86752174;"SR-SP";"UOP01";"DEL05"
331887;2021-01-01;"sexta";"18:15:00";"PE";101;"69.7";"RECIFE";"Acessar a via sem observar a presença dos outros veículos";"Colisão transversal";"Com Vítimas Feridas";"Plena Noite";"Decrescente";"Céu Claro";"Dupla";"Reta";"Sim";2;0;1;0;0;1;1;2;-8,05951606;-34,94581024;"SR-PE";"UOP01";"DEL01"
331888;2021-01-01;"sexta";"17:10:00";"RJ";116;"22";"SUMIDOURO";"Chuva";"Saída de leito carroçável";"Sem Vítimas";"Pleno dia";"Decrescente";"Chuva";"Simples";"Curva";"Não";2;0;0;0;2;0;0;1;-22,01634583;-42,76878911;"SR-RJ";"UOP01";"DEL04"
331889;2021-01-01;"sexta";"18:40:00";"GO";153;"437.3";"ANAPOLIS";"Ingestão de álcool pelo condutor";"Colisão traseira";"Sem Vítimas";"Plena Noite";"Crescente";"Garoa/Chuvisco";"Dupla";"Reta";"Sim";2;0;0;0;1;1;0;2;-16,286884;-48,942978;"SR-GO";"UOP01";"DEL02"
331890;2021-01-01;"sexta";"18:55:00";"SC";101;"146.6";"ITAPEMA";"Velocidade Incompatível";"Colisão traseira";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Céu Claro";"Dupla";"Reta";"Sim";4;0;2;0;2;0;2;2;-27,08666525;-48,60955587;"SR-SC";"UOP03";"DEL04"
331891;2021-01-01;"sexta";"18:20:00";"RJ";101;"283";"ITABORAI";"Transitar na contramão";"Colisão frontal";"Com Vítimas Feridas";"Anoitecer";"Decrescente";"Nublado";"Simples";"Curva";"Não";5;0;1;0;4;0;1;2;-22,73591014;-42,80592689;"SR-RJ";"UOP03";"DEL02"
331892;2021-01-01;"sexta";"17:25:00";"PR";376;"492";"PONTA GROSSA";"Demais falhas mecânicas ou elétricas";"Incêndio";"Sem Vítimas";"Anoitecer";"Crescente";"Nublado";"Simples";"Reta";"Não";1;0;0;0;1;0;0;1;-25,15559918;-50,13322909;"SR-PR";"UAP01";"DEL03"
331893;2021-01-01;"sexta";"19:20:00";"SP";116;"272";"TABOAO DA SERRA";"Ausência de reação do condutor";"Queda de ocupante de veículo";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Múltipla";"Reta";"Não";1;0;1;0;0;0;1;1;-23,621691;-46,813288;"SR-SP";"UOP01";"DEL04"
331895;2021-01-01;"sexta";"19:23:00";"ES";101;"84";"SAO MATEUS";"Reação tardia ou ineficiente do condutor";"Queda de ocupante de veículo";"Com Vítimas Feridas";"Plena Noite";"Decrescente";"Céu Claro";"Simples";"Reta";"Não";1;0;0;1;0;0;1;1;-18,85087778;-39,9287233;"SR-ES";"UOP02";"DEL04"
331896;2021-01-01;"sexta";"20:00:00";"PR";376;"622.2";"SAO JOSE DOS PINHAIS";"Avarias e/ou desgaste excessivo no pneu";"Tombamento";"Com Vítimas Feridas";"Plena Noite";"Decrescente";"Nublado";"Dupla";"Reta";"Sim";2;0;1;0;1;0;1;1;-25,62623389;-49,16547575;"SR-PR";"UOP04";"DEL01"
331897;2021-01-01;"sexta";"20:00:00";"PE";232;"413";"SERRA TALHADA";"Reação tardia ou ineficiente do condutor";"Colisão lateral";"Com Vítimas Feridas";"Plena Noite";"Crescente";"Céu Claro";"Simples";"Reta";"Sim";6;0;2;0;3;1;2;2;-7,98857087;-38,32972307;"SR-PE";"UOP01";"DEL04"
331898;2021-01-01;"sexta";"13:30:00";"ES";101;"29";"CONCEICAO DA BARRA";"Ingestão de álcool pelo condutor";"Saída de leito carroçável";"Sem Vítimas";"Pleno dia";"Crescente";"Céu Claro";"Simples";"Não Informado";"Não";1;0;0;0;0;1;0;1;-18,39992188;-39,93877968;"SR-ES";"UOP02";"DEL04"
331899;2021-01-01;"sexta";"18:30:00";"RO";364;"615";"ITAPUA DO OESTE";"Reação tardia ou ineficiente do condutor";"Colisão traseira";"Sem Vítimas";"Plena Noite";"Crescente";"Céu Claro";"Simples";"Reta";"Não";5;0;0;0;4;1;0;2;-9,12169101;-63,25877001;"SR-RO";"UOP03";"DEL03"
331900;2021-01-01;"sexta";"20:20:00";"DF";20;"23.4";"BRASILIA";"Ingestão de álcool pelo condutor";"Colisão traseira";"Sem Vítimas";"Plena Noite";"Decrescente";"Nublado";"Dupla";"Reta";"Sim";2;0;0;0;2;0;0;2;-15,595297;-47,667912;"SR-DF";"UOP01";"DEL02"
331902;2021-01-01;"sexta";"20:30:00";"RN";101;"66";"EXTREMOZ";"Desrespeitar a preferência no cruzamento";"Colisão transversal";"Sem Vítimas";"Plena Noite";"Decrescente";"Nublado";"Simples";"Interseção de vias";"Não";2;0;0;0;1;1;0;2;-5,65224894;-35,24964854;"SR-RN";"UOP01";"DEL02"
331903;2021-01-01;"sexta";"17:30:00";"RJ";493;"122";"ITAGUAI";"Afundamento ou ondulação no pavimento";"Colisão traseira";"Com Vítimas Feridas";"Anoitecer";"Decrescente";"Nublado";"Simples";"Reta";"Sim";7;0;1;0;6;0;1;3;-22,88415;-43,824959;"SR-RJ";"UOP04";"DEL01"
331904;2021-01-01;"sexta";"19:45:00";"PI";343;"8.6";"PARNAIBA";"Ingestão de álcool pelo condutor";"Tombamento";"Com Vítimas Feridas";"Plena Noite";"Decrescente";"Céu Claro";"Simples";"Reta";"Sim";1;0;1;0;0;0;1;1;-2,899382;-41,723724;"SR-PI";"UOP01";"DEL05"
331905;2021-01-01;"sexta";"20:00:00";"ES";101;"446";"MIMOSO DO SUL";"Ausência de reação do condutor";"Queda de ocupante de veículo";"Com Vítimas Feridas";"Plena Noite";"Decrescente";"Nublado";"Simples";"Reta";"Não";1;0;1;0;0;0;1;1;-21,11782572;-41,26862728;"SR-ES";"UOP02";"DEL03"
331906;2021-01-01;"sexta";"20:15:00";"MG";40;"521";"CONTAGEM";"Velocidade Incompatível";"Saída de leito carroçável";"Com Vítimas Feridas";"Plena Noite";"Decrescente";"Chuva";"Dupla";"Curva";"Sim";2;0;1;0;1;0;1;1;-19,85651501;-44,07213222;"SR-MG";"UOP02";"DEL01"
331907;2021-01-01;"sexta";"18:10:00";"MS";267;"508.1";"JARDIM";"Demais falhas mecânicas ou elétricas";"Tombamento";"Com Vítimas Feridas";"Anoitecer";"Decrescente";"Céu Claro";"Simples";"Reta";"Não";2;0;2;0;0;0;2;1;-21,46738088;-56,37378504;"SR-MS";"UOP01";"DEL05"
331908;2021-01-01;"sexta";"20:30:00";"DF";60;"22";"BRASILIA";"Acessar a via sem observar a presença dos outros veículos";"Colisão transversal";"Com Vítimas Feridas";"Plena Noite";"Decrescente";"Céu Claro";"Dupla";"Reta";"Não";2;0;0;1;1;0;1;2;-15,984106;-48,215378;"SR-DF";"UOP02";"DEL01"
331909;2021-01-01;"sexta";"20:00:00";"PA";316;"67.4";"CASTANHAL";"Ultrapassagem Indevida";"Colisão frontal";"Com Vítimas Fatais";"Plena Noite";"Decrescente";"Nublado";"Simples";"Reta";"Não";5;1;0;0;4;0;0;2;-1,2918;-47,8699;"SR-PA";"UOP01";"DEL01"
331910;2021-01-01;"sexta";"19:50:00";"SC";470;"130";"LONTRAS";"Acessar a via sem observar a presença dos outros veículos";"Colisão transversal";"Com Vítimas Feridas";"Plena Noite";"Decrescente";"Nublado";"Simples";"Não Informado";"Sim";4;0;0;2;2;0;2;2;-27,16037609;-49,55657959;"SR-SC";"UOP02";"DEL04"
331911;2021-01-01;"sexta";"17:15:00";"SE";101;"197.1";"CRISTINAPOLIS";"Velocidade Incompatível";"Colisão com objeto";"Sem Vítimas";"Anoitecer";"Crescente";"Céu Claro";"Simples";"Curva";"Não";1;0;0;0;0;1;0;1;-11,46981308;-37,74693679;"SR-SE";"UOP03";"DEL02"
331912;2021-01-01;"sexta";"07:00:00";"MA";230;"293";"SAMBAIBA";"Condutor Dormindo";"Saída de leito carroçável";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Céu Claro";"Simples";"Reta";"Não";3;0;0;3;0;0;3;1;-6,92410782;-45,31626419;"SR-MA";"UOP01";"DEL05"
331914;2021-01-01;"sexta";"21:10:00";"PR";277;"0.8";"PARANAGUA";"Transitar no acostamento";"Colisão frontal";"Com Vítimas Feridas";"Plena Noite";"Decrescente";"Garoa/Chuvisco";"Simples";"Reta";"Sim";3;0;0;2;0;1;2;2;-25,568198;-48,615292;"SR-PR";"UOP05";"DEL01"
331915;2021-01-01;"sexta";"21:15:00";"CE";222;"4.3";"CAUCAIA";"Ingestão de álcool pelo condutor";"Colisão traseira";"Sem Vítimas";"Plena Noite";"Decrescente";"Céu Claro";"Dupla";"Reta";"Sim";2;0;0;0;2;0;0;2;-3,74164754;-38,60449792;"SR-CE";"UOP01";"DEL01"
331916;2021-01-01;"sexta";"18:58:00";"SE";101;"198.7";"CRISTINAPOLIS";"Ingestão de álcool ou de substâncias psicoativas pelo pedestre";"Atropelamento de Pedestre";"Com Vítimas Feridas";"Plena Noite";"Decrescente";"Céu Claro";"Simples";"Reta";"Sim";2;0;0;1;1;0;1;1;-11,47577697;-37,75465701;"SR-SE";"UOP03";"DEL02"
331917;2021-01-01;"sexta";"20:40:00";"GO";60;"25";"ALEXANIA";"Velocidade Incompatível";"Saída de leito carroçável";"Com Vítimas Feridas";"Plena Noite";"Crescente";"Céu Claro";"Dupla";"Não Informado";"Não";2;0;2;0;0;0;2;1;-16,0963;-48,5202;"SR-DF";"UOP02";"DEL01"
331918;2021-01-01;"sexta";"21:00:00";"SP";153;"274.6";"OCAUCU";"Ingestão de álcool pelo condutor";"Colisão lateral mesmo sentido";"Sem Vítimas";"Plena Noite";"Decrescente";"Nublado";"Simples";"Não Informado";"Não";8;0;0;0;8;0;0;2;-22,37103131;-49,86694336;"SR-SP";"UOP02";"DEL07"
331920;2021-01-01;"sexta";"20:40:00";"PR";116;"59";"CAMPINA GRANDE DO SUL";"Entrada inopinada do pedestre";"Atropelamento de Pedestre";"Com Vítimas Fatais";"Plena Noite";"Crescente";"Chuva";"Dupla";"Não Informado";"Sim";2;1;0;0;1;0;0;1;-25,30335724;-48,94378885;"SR-PR";"UOP02";"DEL01"
331922;2021-01-01;"sexta";"21:00:00";"PI";343;"19";"PARNAIBA";"Ausência de reação do condutor";"Colisão traseira";"Sem Vítimas";"Plena Noite";"Decrescente";"Céu Claro";"Simples";"Reta";"Não";2;0;0;0;2;0;0;2;-2,97625594;-41,76164031;"SR-PI";"UOP01";"DEL05"
331923;2021-01-01;"sexta";"20:15:00";"PR";376;"492.7";"PONTA GROSSA";"Acumulo de água sobre o pavimento";"Colisão traseira";"Com Vítimas Feridas";"Plena Noite";"Decrescente";"Chuva";"Dupla";"Curva";"Não";2;0;1;0;0;1;1;2;-25,15559918;-50,13322909;"SR-PR";"UAP01";"DEL03"
331924;2021-01-01;"sexta";"20:30:00";"MG";381;"510";"SAO JOAQUIM DE BICAS";"Pedestre cruzava a pista fora da faixa";"Atropelamento de Pedestre";"Com Vítimas Feridas";"Plena Noite";"Decrescente";"Chuva";"Múltipla";"Reta";"Sim";2;0;0;1;0;1;1;1;-20,07738209;-44,30434488;"SR-MG";"UOP03";"DEL01"
331925;2021-01-01;"sexta";"20:30:00";"BA";116;"709";"MANOEL VITORINO";"Demais falhas mecânicas ou elétricas";"Incêndio";"Sem Vítimas";"Plena Noite";"Crescente";"Céu Claro";"Simples";"Não Informado";"Sim";1;0;0;0;1;0;0;1;-14,10719019;-40,22427462;"SR-BA";"UOP01";"DEL03"
331927;2021-01-01;"sexta";"19:00:00";"MA";10;"121.6";"ESTREITO";"Ingestão de álcool pelo condutor";"Colisão traseira";"Com Vítimas Feridas";"Plena Noite";"Crescente";"Céu Claro";"Simples";"Reta";"Não";5;0;2;0;2;1;2;2;-6,623675;-47,425613;"SR-MA";"UOP02";"DEL04"
331928;2021-01-01;"sexta";"17:35:00";"MG";40;"79.3";"PARACATU";"Ausência de reação do condutor";"Saída de leito carroçável";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Chuva";"Simples";"Reta";"Não";3;0;3;0;0;0;3;1;-17,45703003;-46,66874501;"SR-MG";"UOP01";"DEL14"
331929;2021-01-01;"sexta";"22:30:00";"SE";235;"3";"NOSSA SENHORA DO SOCORRO";"Animais na Pista";"Atropelamento de Animal";"Com Vítimas Feridas";"Plena Noite";"Crescente";"Céu Claro";"Dupla";"Reta";"Sim";1;0;1;0;0;0;1;1;-10,9059;-37,111;"SR-SE";"UOP01";"DEL01"
331930;2021-01-01;"sexta";"19:45:00";"MG";40;"35.5";"PARACATU";"Transitar na contramão";"Colisão lateral sentido oposto";"Com Vítimas Feridas";"Plena Noite";"Decrescente";"Nublado";"Simples";"Curva";"Não";6;0;5;1;0;0;6;2;-17,193207;-46,917147;"SR-MG";"UOP01";"DEL14"
331933;2021-01-01;"sexta";"21:56:00";"BA";235;"350.3";"JUAZEIRO";"Ingestão de álcool pelo condutor";"Colisão frontal";"Com Vítimas Feridas";"Plena Noite";"Decrescente";"Céu Claro";"Simples";"Reta";"Sim";2;0;1;1;0;0;2;2;-9,42503135;-40,50388907;"SR-PE";"UOP01";"DEL06"
